Posted On,BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Unnamed: 12,phone number,Floor Number,Total Floors
2022-05-06,3,30000,1450,carpet area,"chandanagar, nh 9",hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,9,13.0
2022-05-29,3,20000,1400,super area,narayanaguda,hyderabad,semi-furnished,family,3,contact owner,,6360088226,3,4.0
2022-04-29,3,22000,2000,carpet area,a 307 blossom heights,hyderabad,furnished,bachelors,3,contact owner,,6360088226,-1,3.0
2022-06-10,4,25000,1815,super area,old bowenpally,hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,2,5.0
2022-04-30,2,23000,1000,super area,"banjara hills, nh 9",hyderabad,semi-furnished,bachelors/family,1,contact owner,,6360088226,-1,3.0
2022-05-24,2,12000,1000,super area,in maruthi nagar-dr a.s. rao nagar,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,3,3.0
2022-05-12,2,18000,1200,super area,chanda nagar,hyderabad,unfurnished,bachelors/family,3,contact owner,,6360088226,5,6.0
2022-06-02,3,55000,2430,super area,gachibowli,hyderabad,semi-furnished,bachelors,3,contact agent,,6360088226,7,9.0
2022-05-20,1,5000,140,super area,malkajgiri,hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-07-05,2,13000,1200,super area,nacharam,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,5.0
2022-05-20,2,9000,1100,super area,"boduppal, nh 2 2",hyderabad,unfurnished,bachelors/family,3,contact owner,,6360088226,2,4.0
2022-06-04,2,7000,800,carpet area,"buddha nagar colony, boduppal",hyderabad,unfurnished,bachelors,2,contact owner,,6360088226,1,3.0
2022-06-02,3,28000,1500,super area,"banjara hills, nh 9",hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,3,5.0
2022-06-14,2,15000,1200,super area,amberpet,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,5.0
2022-06-28,3,14000,1350,super area,ktr colony,hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,2,5.0
2022-05-23,5,45000,2300,carpet area,narayanguda,hyderabad,unfurnished,bachelors,3,contact owner,,6360088226,3,5.0
2022-06-22,1,12000,1300,super area,alwal,hyderabad,furnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-05-12,2,12500,1000,super area,"upparpally, hyderabad expressway",hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-06-04,2,13000,1210,super area,nizampet,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,4,5.0
2022-05-16,2,9500,1050,super area,"bollaram, outer ring road",hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-07-10,3,35000,1600,carpet area,"nallagandla, serilingampally",hyderabad,semi-furnished,family,3,contact agent,,6360088226,8,10.0
2022-04-30,1,4000,300,super area,in syed ali guda,hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,3,3.0
2022-05-12,1,8000,300,super area,"mallepally, nh 7",hyderabad,semi-furnished,bachelors/family,1,contact owner,,6360088226,4,4.0
2022-07-08,2,12500,1010,carpet area,ecil,hyderabad,unfurnished,bachelors,2,contact owner,,6360088226,5,5.0
2022-07-08,3,65000,1850,carpet area,"patrika nagar, hitech city",hyderabad,furnished,bachelors,3,contact owner,,6360088226,5,5.0
2022-06-24,2,13000,1300,carpet area,"ramanthapur, nh 2 2",hyderabad,semi-furnished,bachelors,2,contact owner,,6360088226,0,3.0
2022-06-23,2,12500,1100,carpet area,chanda nagar,hyderabad,unfurnished,bachelors,2,contact owner,,6360088226,3,3.0
2022-07-10,3,45000,2200,carpet area,"himayath nagar, nh 7",hyderabad,semi-furnished,bachelors/family,3,contact agent,,6360088226,3,5.0
2022-06-17,1,6000,500,built area,seri lingampally,hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,5,5.0
2022-07-06,3,50000,2290,super area,"nallagandla, serilingampally",hyderabad,semi-furnished,bachelors,3,contact agent,,6360088226,4,24.0
2022-07-10,3,40000,1900,carpet area,"himayath nagar, nh 7",hyderabad,semi-furnished,bachelors/family,3,contact agent,,6360088226,4,5.0
2022-07-10,3,30000,1600,carpet area,"himayath nagar, nh 7",hyderabad,semi-furnished,bachelors/family,3,contact agent,,6360088226,2,5.0
2022-04-30,2,7000,800,super area,chandrayanguttabalguda,hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-07-06,3,25000,1600,super area,"sanath nagar, nh 9",hyderabad,furnished,bachelors/family,3,contact owner,,6360088226,2,5.0
2022-06-02,1,9000,500,super area,"miyapur, nh 9",hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,1,5.0
2022-05-16,3,16000,1500,carpet area,"pragathi nagar, kukatpally",hyderabad,furnished,family,3,contact owner,,6360088226,2,3.0
2022-05-06,1,10500,650,super area,"banjara hills, nh 9",hyderabad,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-07-06,4,100000,3300,carpet area,"vittal rao nagar, hitech city",hyderabad,semi-furnished,family,4,contact agent,,6360088226,0,14.0
2022-06-26,2,9000,1200,super area,"boduppal, nh 2 2",hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,0,1.0
2022-06-14,2,11000,800,super area,ram nagar,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-05-06,3,24000,1200,super area,"kachiguda, nh 2 2",hyderabad,semi-furnished,bachelors/family,4,contact owner,,6360088226,1,3.0
2022-05-06,2,12000,1000,super area,"nallagandla, serilingampally",hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-07-02,2,20000,1600,super area,kothapet,hyderabad,unfurnished,family,3,contact owner,,6360088226,1,2.0
2022-07-03,2,24000,1200,carpet area,dr a.s. rao nagar,hyderabad,furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-07-05,2,12000,1100,super area,"balapur x road,triveni nagar",hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,2.0
2022-07-10,3,12000,1250,carpet area,alwal,hyderabad,semi-furnished,family,3,contact owner,,6360088226,2,6.0
2022-06-25,2,10000,1100,carpet area,gajularamaram,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-07-08,2,45000,1600,super area,kattedan rd,hyderabad,furnished,bachelors/family,2,contact owner,,6360088226,1,6.0
2022-06-16,2,22000,1000,super area,gachibowli,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,2.0
2022-05-06,1,6500,455,super area,bandlaguda jagir,hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-25,3,40000,1473,super area,"kukatpally, nh 9",hyderabad,furnished,bachelors/family,2,contact owner,,6360088226,23,23.0
2022-07-02,5,300000,4050,super area,"bandlaguda jagir,, hyderabad",hyderabad,unfurnished,bachelors/family,4,contact owner,,6360088226,0,5.0
2022-06-25,1,4000,400,super area,borabanda,hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,0,1.0
2022-06-29,2,12000,1300,super area,"gandhamguda, bairagiguda",hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-07-06,4,27000,2520,carpet area,defence colony layout,hyderabad,semi-furnished,family,5,contact owner,,6360088226,2,2.0
2022-06-22,1,10000,500,super area,gachibowli,hyderabad,furnished,bachelors/family,1,contact owner,,6360088226,2,5.0
2022-05-06,2,10000,200,super area,"pathar gatti, nh 7",hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,0,2.0
2022-05-12,2,10000,1200,super area,upperpally,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,0,1.0
2022-07-07,3,18000,1950,super area,toli chowki,hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,2,5.0
2022-07-10,1,14500,500,carpet area,kondapur,hyderabad,semi-furnished,bachelors,1,contact agent,,6360088226,2,5.0
2022-05-01,1,9000,500,super area,"miyapur, nh 9",hyderabad,unfurnished,bachelors/family,3,contact owner,,6360088226,3,3.0
2022-07-06,2,14000,1150,super area,bandlaguda jagir,hyderabad,furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-06-02,2,18000,242,super area,"aphb colony-moula ali, moula ali road",hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,0,4.0
2022-07-02,2,9500,720,carpet area,"pocharam, nh 2 2",hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,5,7.0
2022-06-10,3,49000,1800,super area,nanakram guda,hyderabad,unfurnished,bachelors,3,contact agent,,6360088226,19,30.0
2022-05-13,1,9000,450,super area,"chandulal bela colony, shahalibanda",hyderabad,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,3.0
2022-05-06,2,130000,130,super area,lal darwaza,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,1,1.0
2022-06-02,2,8000,690,super area,new malakpet,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-05-06,2,13000,1000,super area,madhapur,hyderabad,furnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-05-06,3,18000,1500,super area,shivaji nagar,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,4.0
2022-05-29,3,18000,1150,super area,new nallakunta,hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,0,6.0
2022-05-29,3,32000,1783,super area,gopanapalli,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,5.0
2022-05-25,2,15000,900,super area,santosh nagar,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-07-06,3,35000,1725,super area,"narsingi, outer ring road",hyderabad,furnished,bachelors/family,3,contact owner,,6360088226,2,13.0
2022-05-25,1,6000,680,carpet area,bapu nagar-langar houz,hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-06-06,1,9000,550,super area,"uppal, nh 2 2",hyderabad,semi-furnished,bachelors/family,1,contact owner,,6360088226,2,3.0
2022-05-25,2,9500,1290,super area,"jillelguda, medbowli",hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,2.0
2022-05-10,2,12500,1450,super area,"arvind nagar colony, toli chowki",hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-05-06,2,25000,1300,super area,madhapur,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,3.0
2022-05-12,2,15000,1450,super area,nagole,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-07-06,3,38000,1496,carpet area,kondapur,hyderabad,semi-furnished,bachelors,2,contact agent,,6360088226,10,15.0
2022-05-31,3,20000,1850,super area,kompally,hyderabad,semi-furnished,family,2,contact owner,,6360088226,1,5.0
2022-06-14,3,15000,1600,carpet area,old bowenpally,hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,2,4.0
2022-07-06,3,130000,3500,carpet area,jubilee hills,hyderabad,semi-furnished,family,3,contact agent,,6360088226,3,5.0
2022-07-08,3,27000,1850,super area,"red hills, lakdikapul, nh 7",hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,5,6.0
2022-07-02,2,16000,1210,super area,secunderabad,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,3,5.0
2022-06-06,2,13000,1400,super area,"mallampet, outer ring road",hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,1.0
2022-06-04,2,10000,950,super area,"uppal, nh 2 2",hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,4.0
2022-06-22,2,10000,878,super area,malkajgiri,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-05-06,2,17000,875,super area,"bolarum, medchal road",hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,2,6.0
2022-06-02,2,12500,300,super area,"vanasthalipuram, nh 9",hyderabad,furnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-06-14,3,25000,1800,super area,nizampet,hyderabad,furnished,bachelors/family,3,contact owner,,6360088226,4,5.0
2022-07-02,3,35000,1956,super area,"miyapur, nh 9",hyderabad,semi-furnished,bachelors,3,contact owner,,6360088226,1,9.0
2022-05-25,2,12000,800,super area,"kachiguda, nh 2 2",hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,2,4.0
2022-05-29,2,12000,1175,super area,shamirpet,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,5,5.0
2022-06-25,2,15000,1080,super area,anupuram colony,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-07-06,3,45000,1955,super area,kondapur,hyderabad,unfurnished,bachelors,3,contact agent,,6360088226,1,19.0
2022-07-06,2,20000,950,super area,masab tank,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,1,5.0
2022-07-02,2,15000,800,super area,mehdipatnam,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-05-06,2,10000,1090,super area,"hyder shah kote, chevella road",hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-07-09,3,15000,1450,carpet area,bandari layout,hyderabad,semi-furnished,family,3,contact owner,,6360088226,2,5.0
2022-07-07,2,19800,1070,carpet area,kphb road,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-05-06,2,8500,60,super area,"gulmohar park colony, serilingampally",hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,3,5.0
2022-07-06,4,130000,3133,carpet area,"vittal rao nagar, hitech city",hyderabad,furnished,family,5,contact agent,,6360088226,14,14.0
2022-07-10,1,8500,900,carpet area,in trimulgherry,hyderabad,unfurnished,family,1,contact owner,,6360088226,2,2.0
2022-05-16,1,4500,60,super area,"hayathnagar, nh 9",hyderabad,semi-furnished,bachelors/family,1,contact owner,,6360088226,1,2.0
2022-06-10,2,9000,600,super area,kapra,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,3,4.0
2022-07-10,1,13000,750,carpet area,hyderaguda-attapur,hyderabad,semi-furnished,family,1,contact owner,,6360088226,3,3.0
2022-07-06,2,18000,900,super area,jubilee hills,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-07-04,3,26000,1800,carpet area,filmnagar. hydrabad,hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,2,4.0
2022-05-20,1,17000,470,super area,kondapur,hyderabad,furnished,bachelors/family,1,contact agent,,6360088226,3,5.0
2022-05-06,2,9000,720,super area,"beeramguda, ramachandra puram, nh 9",hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-05-12,1,8000,450,super area,"somajiguda, nh 9",hyderabad,unfurnished,bachelors/family,1,contact owner,,6360088226,0,3.0
2022-07-06,2,10000,600,super area,madhura nagar-nizampet,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,7,7.0
2022-06-26,2,12000,1100,super area,"hyder shah kote, chevella road",hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,1,1.0
2022-06-27,2,14000,1300,super area,ias colony,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,3,3.0
2022-06-25,2,25000,1500,super area,bowenpally,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,0,2.0
2022-07-05,2,22000,1200,super area,gachibowli,hyderabad,furnished,bachelors/family,2,contact owner,,6360088226,4,8.0
2022-05-29,4,45000,3000,super area,hitech city,hyderabad,semi-furnished,bachelors/family,4,contact owner,,6360088226,3,4.0
2022-06-26,3,20000,2000,carpet area,kapra,hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,1,1.0
2022-06-14,2,16000,800,super area,"lakdikapul, nh 9",hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,2,4.0
2022-07-08,3,35000,1000,carpet area,nizampet,hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,3,6.0
2022-05-12,2,15000,1200,super area,"manikonda, outer ring road",hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,2,3.0
2022-06-18,1,5500,400,super area,"ramanthapur, nh 2 2",hyderabad,unfurnished,bachelors/family,1,contact builder,,6360088226,1,2.0
2022-06-04,3,35000,1250,carpet area,"somajiguda, nh 9",hyderabad,unfurnished,bachelors,2,contact owner,,6360088226,4,5.0
2022-07-04,1,14000,700,carpet area,"chanda naik nagar, madhapur",hyderabad,semi-furnished,bachelors/family,1,contact owner,,6360088226,5,5.0
2022-07-06,2,25000,1100,super area,"alkapur township, hyderabad",hyderabad,furnished,bachelors/family,2,contact owner,,6360088226,1,5.0
2022-06-06,4,36000,2050,super area,sainikpuri,hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,1,3.0
2022-07-06,2,20000,1428,super area,"beeramguda, ramachandra puram, nh 9",hyderabad,semi-furnished,family,2,contact agent,,6360088226,4,8.0
2022-05-22,3,30000,1700,carpet area,"ashok nagar, himayath nagar",hyderabad,furnished,family,3,contact agent,,6360088226,3,5.0
2022-07-02,2,12000,1140,super area,"kismatpur, outer ring road",hyderabad,semi-furnished,family,2,contact owner,,6360088226,2,5.0
2022-05-22,2,16000,1000,super area,"ashok nagar, himayath nagar",hyderabad,semi-furnished,bachelors/family,2,contact agent,,6360088226,2,5.0
2022-06-03,2,13000,1160,super area,"pragathi nagar, kukatpally",hyderabad,unfurnished,bachelors,2,contact owner,,6360088226,3,5.0
2022-07-05,3,22000,3000,carpet area,sri sai arcade madinaguda,hyderabad,furnished,bachelors/family,2,contact owner,,6360088226,3,5.0
2022-07-06,1,15000,450,super area,madhapur,hyderabad,unfurnished,family,1,contact agent,,6360088226,1,3.0
2022-05-06,3,14000,1540,super area,attapur,hyderabad,unfurnished,bachelors/family,2,contact owner,,6360088226,2,5.0
2022-05-06,2,8000,1000,super area,"saroornagar, nh 9",hyderabad,semi-furnished,bachelors/family,2,contact owner,,6360088226,2,8.0
2022-07-06,3,57000,1417,carpet area,nanakaramguda,hyderabad,furnished,bachelors,3,contact agent,,6360088226,7,30.0
2022-05-31,3,1200,2100,carpet area,"uppal, nh 2 2",hyderabad,furnished,bachelors/family,3,contact owner,,6360088226,1,3.0
2022-07-08,2,8000,550,carpet area,ram nagar,hyderabad,unfurnished,bachelors,1,contact owner,,6360088226,4,4.0
2022-05-18,3,15000,1600,super area,"miyapur, nh 9",hyderabad,semi-furnished,bachelors/family,3,contact owner,,6360088226,1,5.0
2022-07-10,2,17000,1200,super area,"madinaguda, hafeezpet, nh 9",hyderabad,furnished,bachelors/family,2,contact owner,,6360088226,4,5.0
2022-06-18,2,12000,500,super area,"saidabad colony, sayeedabad",hyderabad,furnished,bachelors/family,2,contact owner,,6360088226,1,2.0
